cps19_gender,cps19_yob,cps19_province,cps19_education,cps19_interest_elxn_1,cps19_v_likely,cps19_votechoice
3,60,14,7,9,1,3
2,66,22,11,8,1,1
2,51,14,6,10,1,2
2,52,24,9,9,1,5
1,47,24,7,4,1,1
2,73,22,5,3,3,NA
1,44,22,9,6,2,2
1,50,24,8,6,1,1
2,50,22,11,6,3,NA
2,76,22,8,6,1,9
2,77,22,7,7,1,3
2,41,16,7,NA,1,2
1,66,14,5,8,2,2
2,77,22,7,4,1,3
2,30,22,9,5,1,5
1,75,22,7,9,1,2
2,79,22,7,0,1,1
1,30,15,9,10,1,2
1,56,22,7,8,2,2
2,62,22,6,7,2,6
1,58,16,5,10,1,3
2,72,24,8,9,1,3
1,81,22,6,6,2,1
2,64,14,6,3,1,9
2,77,22,9,6,2,9
2,60,22,4,1,3,NA
2,31,22,7,10,1,1
2,47,22,7,8,1,9
1,28,22,4,9,1,5
1,79,22,8,9,2,2
2,48,24,6,8,1,1
2,53,22,11,9,2,1
2,48,22,9,10,1,2
1,80,22,8,6,2,5
2,60,22,7,5,1,2
1,59,22,5,8,1,3
1,36,22,7,7,1,2
2,59,24,8,8,1,3
2,63,15,7,10,1,3
2,75,22,9,10,1,3
2,54,14,6,7,2,2
2,67,22,9,3,NA,NA
2,59,16,9,7,1,2
2,71,14,7,2,1,9
2,58,14,6,10,1,1
2,81,14,5,7,2,2
2,33,15,7,3,1,2
2,59,22,7,9,1,2
2,51,24,5,9,1,2
2,65,22,9,6,1,9
2,31,15,7,10,1,2
2,82,22,4,0,4,NA
2,70,14,5,6,1,9
2,61,24,11,7,1,5
1,67,22,10,8,2,6
2,78,24,7,NA,1,3
2,71,22,7,8,1,1
2,79,14,5,4,1,2
2,64,24,10,8,1,1
2,64,24,5,5,1,2
2,62,22,9,9,1,5
2,71,15,10,8,2,2
2,66,25,10,9,1,1
2,55,24,7,10,1,2
1,38,22,7,8,1,5
1,71,22,9,8,NA,NA
2,31,22,7,10,NA,NA
2,48,22,5,10,1,9
1,38,14,10,10,1,1
2,51,16,7,8,1,2
2,67,24,9,4,1,1
1,40,16,6,6,1,2
2,49,22,9,8,NA,NA
2,64,22,9,2,1,2
1,23,24,8,8,1,9
1,45,25,7,6,1,3
2,33,22,9,9,1,1
1,34,22,7,9,1,1
1,66,22,6,8,2,2
1,57,22,9,8,1,1
1,62,14,9,8,1,2
1,34,25,6,6,1,1
2,59,14,9,9,3,NA
2,68,14,5,8,2,9
2,41,14,7,NA,2,9
2,54,22,7,7,1,3
1,51,14,12,3,3,NA
2,37,14,7,2,1,6
2,56,22,6,9,1,2
2,22,15,5,9,1,5
2,30,22,11,10,1,1
2,41,22,7,4,1,9
1,39,14,6,9,1,2
2,38,15,10,8,1,5
1,60,14,9,8,NA,NA
2,33,16,6,7,1,9
2,37,24,5,3,1,1
1,52,14,7,7,1,2
2,58,24,7,6,1,4
2,53,22,8,3,2,2
2,78,24,8,7,2,1
2,77,24,9,7,1,4
1,56,15,6,6,1,1
1,71,24,7,8,1,1
1,72,24,8,10,1,3
1,57,15,5,NA,2,3
2,60,14,6,4,1,1
2,41,15,6,7,1,5
2,74,22,10,8,NA,NA
2,31,25,4,9,1,9
1,24,15,11,9,1,2
2,80,22,8,8,2,1
1,76,22,5,6,NA,NA
1,36,14,5,8,6,NA
1,45,22,7,7,1,2
1,36,14,7,9,1,2
2,81,22,5,7,1,2
2,39,16,6,NA,4,NA
2,53,16,6,10,1,5
2,61,22,9,7,1,1
1,81,22,10,10,1,2
2,65,24,8,8,1,1
1,22,14,10,8,1,2
2,68,22,7,3,2,2
1,29,22,10,10,1,1
2,71,22,5,7,1,1
1,80,16,8,0,NA,NA
1,5,22,9,NA,1,1
1,31,25,9,10,1,2
2,63,22,4,5,4,NA
2,33,16,6,8,2,2
2,60,25,8,10,1,1
1,33,22,8,8,NA,NA
2,41,24,7,8,1,3
1,77,24,7,6,1,9
1,41,22,11,8,1,1
1,53,22,7,5,1,5
1,25,15,7,10,1,3
2,67,24,9,7,1,3
1,56,24,8,9,1,9
2,33,15,5,6,1,2
1,34,14,7,9,1,2
1,74,22,9,4,2,1
2,29,15,5,10,1,1
2,71,25,9,7,1,3
2,21,15,6,9,1,2
2,39,25,7,10,1,2
2,43,22,7,10,1,2
1,82,14,6,7,2,5
2,80,14,5,6,2,1
2,73,16,9,8,1,3
2,72,14,7,6,NA,NA
1,44,22,5,9,1,2
2,57,15,8,4,2,1
2,67,22,7,5,1,3
2,47,15,11,7,1,3
2,64,22,1,3,2,9
1,21,22,9,3,1,2
1,48,22,7,8,1,5
1,58,22,9,10,1,1
2,44,24,4,0,NA,NA
1,27,22,8,7,1,1
1,57,24,9,2,1,5
2,24,24,7,7,1,4
2,63,16,7,10,1,9
2,36,16,9,7,1,9
1,27,14,6,8,1,9
2,50,14,5,NA,2,2
2,54,24,4,NA,1,1
2,26,16,4,7,1,1
2,37,15,9,8,1,3
1,48,24,10,8,2,1
1,38,15,5,10,1,3
2,77,22,5,3,1,2
2,82,22,5,6,NA,NA
2,23,15,7,3,2,2
2,72,22,9,0,2,1
1,70,25,9,9,NA,NA
1,38,24,6,6,1,4
1,55,15,9,9,1,2
2,34,22,5,2,6,NA
2,35,24,5,2,1,4
2,70,14,9,2,1,2
1,58,24,10,8,1,9
1,37,22,7,9,1,9
2,49,24,10,2,1,4
2,73,22,9,8,1,3
2,52,22,7,8,1,5
2,50,22,10,NA,1,9
1,31,24,5,NA,1,1
2,82,24,5,6,1,3
2,59,14,10,6,1,7
2,47,22,6,10,1,6
2,31,24,5,9,1,1
2,80,22,5,4,2,1
2,72,22,6,7,1,1
1,64,24,5,0,3,NA
2,35,15,6,8,1,2
1,33,22,7,9,1,2
1,22,22,6,NA,1,2
2,64,22,11,4,2,3
2,28,22,4,8,1,9
2,49,22,7,2,2,1
2,74,15,9,4,1,3
1,43,22,9,10,1,2
2,78,22,8,6,2,5
1,44,24,9,9,1,1
2,39,24,5,6,1,1
1,32,22,11,4,1,1
1,65,24,8,8,1,1
2,64,14,7,1,3,NA
2,52,22,7,6,2,9
1,39,22,8,6,2,7
1,44,16,7,7,1,2
1,30,16,9,4,2,2
1,57,24,10,2,1,9
1,25,14,7,8,1,1
1,64,14,8,7,1,2
2,75,22,9,8,1,1
1,59,22,11,NA,4,NA
1,47,25,6,10,1,2
2,26,16,7,4,3,NA
1,34,22,7,NA,1,1
1,49,22,7,4,1,3
1,27,14,8,NA,1,1
2,62,24,9,4,1,9
1,37,22,7,9,1,2
2,66,22,10,6,2,5
2,46,25,7,10,1,2
2,53,22,10,8,1,9
1,31,24,11,NA,1,2
1,50,15,9,7,2,9
2,51,22,5,7,1,1
1,33,22,9,8,1,1
1,34,24,7,6,1,1
1,33,22,10,8,1,1
1,35,25,5,9,1,9
1,79,22,8,6,2,2
2,74,22,5,5,3,NA
2,55,22,10,7,NA,NA
1,31,24,8,NA,1,9
1,38,22,9,9,1,1
2,34,24,5,8,1,2
2,51,22,9,7,1,1
1,29,14,5,10,1,2
1,27,22,9,2,1,2
2,46,22,5,2,1,2
2,64,15,7,6,1,2
2,42,14,7,NA,1,2
1,33,14,6,9,1,1
2,29,15,8,7,1,9
2,43,24,6,NA,1,4
2,21,15,7,8,1,9
2,72,14,9,7,1,1
1,82,22,5,7,1,9
1,33,16,8,10,1,1
2,60,25,6,5,1,9
2,38,25,7,10,1,2
1,69,22,10,10,1,3
2,39,22,7,7,1,9
2,63,14,6,4,1,3
2,78,22,5,7,1,9
1,22,24,6,7,1,1
2,40,24,9,7,1,1
2,53,14,4,10,1,2
1,45,24,9,7,1,4
2,42,22,5,NA,2,5
2,80,14,8,6,1,2
2,73,16,9,3,2,5
1,21,15,10,7,1,2
1,60,14,12,9,1,2
2,81,25,5,3,2,1
2,69,22,10,8,2,6
2,69,14,9,10,1,2
2,31,25,7,9,1,2
2,58,14,7,8,1,1
2,26,22,5,10,1,1
2,79,22,8,8,1,2
2,80,22,9,6,3,NA
1,70,22,9,8,1,1
2,72,24,9,0,2,1
1,23,24,2,1,6,NA
1,26,22,4,8,1,1
2,59,15,5,0,2,5
1,80,24,6,1,2,6
1,66,22,7,6,2,2
2,42,22,8,8,2,5
2,71,25,9,8,1,3
2,63,22,9,7,1,1
2,73,15,5,6,2,1
3,81,14,5,10,1,3
1,43,24,9,8,1,4
2,30,24,7,9,1,9
1,79,25,9,10,NA,NA
2,65,15,8,10,1,3
1,62,14,7,7,1,9
2,82,22,5,7,2,9
2,40,15,9,7,1,1
2,64,24,8,2,1,3
2,69,14,4,4,2,2
2,68,22,9,8,1,6
1,52,15,5,8,2,2
2,57,22,9,10,NA,NA
2,71,15,6,8,1,3
2,71,22,7,7,1,1
1,67,22,9,7,1,1
2,46,24,7,0,2,2
2,80,22,5,8,3,NA
2,72,14,8,6,2,9
1,35,24,8,3,1,9
2,74,24,9,4,2,3
2,66,22,10,8,NA,NA
1,62,25,6,4,2,9
1,32,14,6,10,NA,NA
2,72,22,9,7,2,1
1,69,22,7,0,4,NA
1,31,24,10,7,1,1
2,37,15,7,9,1,1
2,70,22,10,8,1,3
2,61,24,5,0,6,NA
2,61,24,7,8,1,2
1,80,14,4,8,1,5
1,27,14,6,9,1,2
2,36,24,7,6,1,3
1,45,24,7,NA,1,9
2,80,22,5,7,6,NA
2,74,25,7,2,NA,NA
1,34,24,5,7,1,4
1,32,24,9,9,1,4
1,47,22,10,9,1,1
2,48,22,7,10,1,2
2,34,24,7,6,1,9
2,79,22,5,7,2,3
2,32,24,5,8,1,1
2,80,14,8,4,2,2
2,65,14,9,9,1,2
2,44,24,7,5,1,3
1,64,22,10,10,1,1
2,71,15,8,10,1,3
1,70,15,9,10,1,5
2,59,22,10,8,1,5
1,35,15,8,8,1,5
2,57,15,9,10,1,5
1,62,22,11,6,1,2
1,49,14,7,9,NA,NA
1,68,22,11,7,2,1
2,81,15,5,4,2,3
2,70,22,9,8,1,1
2,57,22,9,5,3,NA
2,52,22,7,9,1,1
2,47,22,7,7,1,2
2,39,24,5,3,1,9
2,59,24,6,2,1,4
2,60,22,7,NA,2,9
3,62,15,7,3,1,1
2,54,22,4,0,3,NA
1,65,14,8,3,3,NA
2,30,24,9,8,1,4
1,56,22,5,2,1,2
1,79,24,6,7,1,1
2,42,24,5,NA,2,2
2,38,24,8,8,1,1
1,67,24,9,7,1,1
2,45,15,6,10,1,2
1,27,15,9,8,1,1
2,81,22,8,7,2,1
1,52,15,7,10,1,2
2,68,22,9,7,1,3
1,24,16,11,7,1,5
1,57,22,6,10,1,9
1,75,22,9,8,NA,NA
2,79,24,8,6,2,5
1,34,14,10,10,1,2
1,67,14,5,7,1,2
2,58,22,10,8,1,1
1,38,24,5,6,1,4
2,61,22,11,4,1,3
2,79,22,5,8,1,9
1,54,22,7,4,2,9
1,65,22,5,4,2,1
2,81,22,4,8,2,1
2,26,24,7,NA,6,NA
1,81,24,9,8,2,2
1,35,15,6,9,1,5
1,47,22,7,1,2,9
2,61,24,5,1,1,4
1,28,24,9,NA,1,4
1,67,15,6,4,3,NA
1,69,22,6,8,1,1
1,60,22,10,10,1,1
1,61,15,6,5,1,2
2,62,24,8,8,1,1
2,50,21,5,10,1,2
1,31,22,3,8,1,9
1,57,22,11,10,1,1
1,78,22,9,9,1,2
2,74,24,4,NA,1,4
2,67,22,6,4,2,9
2,45,15,9,8,1,3
1,48,15,10,8,1,3
2,38,26,7,7,1,1
1,45,14,7,NA,1,2
2,69,14,8,9,1,2
1,44,22,6,6,2,2
1,62,15,9,5,2,9
2,62,22,4,3,4,NA
2,52,16,8,8,1,3
1,55,22,7,7,1,2
2,78,22,4,3,2,1
1,77,22,9,7,1,6
1,64,15,11,8,1,3
1,30,16,4,9,1,5
2,55,14,5,6,NA,NA
1,79,14,6,7,2,3
1,56,22,5,7,1,9
1,32,15,10,NA,2,3
2,62,22,11,8,1,1
2,24,22,6,10,1,1
1,22,24,11,7,1,2
1,56,22,8,9,1,1
1,64,22,7,8,1,1
1,31,15,9,7,1,5
1,26,24,9,8,1,1
2,66,22,9,6,NA,NA
2,64,22,10,9,1,9
2,35,15,11,9,1,9
2,72,14,6,3,1,9
1,38,15,9,8,1,2
1,32,15,5,7,1,1
2,73,25,8,7,1,3
2,40,24,9,8,1,4
1,36,16,6,10,1,2
2,60,24,6,5,2,4
2,51,22,6,7,2,9
1,30,14,9,7,1,2
1,55,14,5,6,1,1
2,74,24,9,NA,2,3
2,69,22,10,10,1,1
1,78,14,7,10,1,2
2,49,14,8,6,2,9
1,74,14,6,3,3,NA
1,40,16,5,7,1,2
2,55,22,7,3,2,3
1,28,14,7,10,1,2
2,78,14,6,6,2,2
1,63,19,7,5,1,3
1,63,22,7,1,3,NA
1,61,22,9,NA,2,9
2,32,22,9,4,3,NA
2,75,22,9,7,1,2
2,44,22,8,8,1,2
1,39,22,5,10,1,1
2,38,24,6,7,1,2
1,37,15,7,8,1,2
2,32,15,9,6,1,3
1,30,15,10,5,2,9
1,35,15,9,9,1,2
2,27,15,5,8,1,1
2,37,24,4,3,2,4
2,30,22,9,8,1,2
3,37,25,12,2,2,9
1,37,14,7,9,1,2
2,63,22,5,7,1,2
2,36,14,8,8,1,9
2,49,22,6,5,1,2
2,45,15,8,8,1,1
1,47,22,5,NA,NA,NA
1,52,22,7,2,3,NA
1,42,15,4,NA,2,2
2,46,22,9,10,1,2
1,49,15,7,0,1,1
1,24,16,8,10,1,2
2,72,22,9,7,1,2
2,23,14,7,10,1,2
2,33,14,5,6,1,2
2,60,14,5,8,1,3
1,51,14,6,10,NA,NA
2,36,14,9,8,1,9
2,60,25,6,9,1,1
2,61,24,5,NA,1,2
2,49,24,9,3,1,4
2,68,24,7,9,1,9
2,69,24,10,2,1,9
1,64,22,6,7,2,3
2,45,22,9,7,2,1
2,69,22,9,9,1,2
1,35,24,5,9,1,9
2,66,14,5,8,1,2
2,67,22,7,2,3,NA
1,56,22,6,8,1,5
1,76,14,5,4,1,3
1,33,14,7,9,1,3
2,69,14,7,5,1,2
1,46,22,9,7,1,3
1,81,22,3,4,2,1
2,66,15,6,10,1,7
2,27,16,9,NA,1,1
2,67,22,7,4,1,9
2,51,14,9,10,1,2
2,50,22,7,6,1,3
2,42,15,6,9,1,9
1,32,24,9,9,1,1
2,56,16,7,9,1,9
1,45,14,9,8,1,1
2,46,22,9,8,1,6
2,60,24,8,10,1,3
2,28,22,7,10,1,2
2,79,22,2,NA,5,NA
2,47,22,9,NA,1,3
2,48,24,9,4,1,9
2,22,24,6,8,1,9
2,44,14,9,10,1,1
2,44,22,7,3,1,5
2,59,24,10,NA,1,1
1,37,15,5,8,1,1
2,60,15,9,8,1,9
1,26,15,7,10,1,2
2,70,24,5,5,1,9
1,79,22,5,NA,1,1
2,57,22,9,3,1,3
2,28,24,5,4,1,1
3,79,14,8,5,1,9
2,55,22,9,9,1,9
2,37,22,9,NA,1,2
2,45,15,6,8,1,3
1,62,22,7,8,1,1
2,70,14,4,6,1,2
1,33,15,9,6,NA,NA
2,29,22,7,8,1,5
2,57,24,8,3,2,3
2,27,22,6,7,1,1
1,47,22,10,8,1,6
2,28,22,11,NA,1,2
2,32,15,8,7,1,5
2,54,16,6,NA,6,NA
2,69,22,10,4,1,1
2,36,16,5,6,1,9
2,74,22,9,NA,2,3
2,37,14,7,7,1,9
2,21,22,5,6,1,9
2,77,22,9,7,1,1
2,73,22,8,3,1,2
2,28,24,6,NA,1,9
2,35,25,4,NA,1,9
1,38,15,9,10,1,5
2,42,22,6,8,1,2
1,35,16,9,8,1,1
2,52,24,5,8,1,4
1,51,15,6,10,1,1
1,75,24,5,3,2,9
2,64,22,10,4,1,5
2,56,22,7,NA,2,7
2,41,15,7,10,1,5
1,62,22,6,8,1,3
2,26,14,10,10,1,1
2,73,14,6,8,1,2
2,47,24,5,5,1,3
2,27,24,8,9,1,4
3,69,22,5,7,1,5
2,49,22,10,3,1,9
1,55,22,10,7,1,1
1,55,14,5,NA,2,3
2,34,22,8,6,1,3
2,45,14,5,NA,2,9
1,56,24,9,7,1,3
2,70,22,7,6,1,1
1,28,22,9,10,1,1
1,41,22,6,6,1,9
2,47,22,7,9,1,1
1,37,24,5,7,1,2
1,81,24,5,3,2,1
2,29,16,9,8,1,2
1,59,22,9,7,1,1
2,73,22,9,6,1,9
2,61,24,9,7,1,2
2,43,22,11,9,1,5
1,55,14,7,0,3,NA
1,36,24,7,7,1,1
2,51,14,4,8,3,NA
1,50,24,9,3,1,2
1,31,22,5,8,1,1
1,58,22,8,7,1,3
1,34,24,5,7,1,4
3,80,24,6,7,1,3
2,81,15,5,10,1,2
1,49,24,7,9,1,1
2,39,24,6,9,1,9
2,34,22,9,1,4,NA
1,18,15,4,9,1,2
1,31,16,2,NA,1,1
2,73,22,9,6,1,1
2,51,22,9,NA,1,3
1,49,22,10,9,1,9
1,65,14,9,9,NA,NA
1,76,24,6,10,1,1
1,41,16,5,10,1,2
1,81,22,4,5,2,1
2,39,22,9,NA,1,9
2,81,15,8,3,1,2
2,62,14,6,10,1,6
2,63,14,7,9,1,2
1,50,14,9,7,1,9
1,28,24,9,8,1,2
2,78,24,7,7,1,9
2,38,22,5,9,1,2
2,33,25,9,7,1,1
2,56,14,7,10,1,2
1,55,22,10,8,1,3
1,49,22,10,9,1,2
1,38,22,9,10,1,2
2,36,16,8,8,1,2
1,38,24,8,7,1,1
2,62,14,9,NA,1,3
1,53,22,7,10,1,2
2,66,22,10,3,1,3
2,42,15,10,7,6,NA
2,49,22,7,7,1,3
2,66,22,9,6,1,9
3,33,22,7,9,1,1
3,47,14,10,8,1,2
2,29,15,8,9,1,2
1,74,22,9,6,3,NA
2,51,24,5,7,NA,NA
1,65,14,9,9,1,1
1,71,24,5,5,2,2
1,51,15,12,5,1,2
1,46,22,9,7,1,2
2,60,22,6,10,1,6
2,65,22,7,NA,2,9
2,36,15,6,7,1,9
2,63,22,9,8,1,7
2,37,22,4,4,3,NA
2,65,22,9,NA,1,1
2,64,22,10,9,1,7
2,47,22,6,7,1,9
1,49,24,8,NA,1,3
2,39,14,9,3,1,2
1,66,22,9,10,1,5
1,53,25,9,8,2,2
2,61,24,9,7,1,1
2,51,14,9,NA,1,1
2,43,24,9,8,1,9
1,35,22,10,8,1,1
1,41,22,5,10,NA,NA
2,29,15,7,10,1,1
2,62,15,9,7,NA,NA
2,70,14,6,5,2,9
2,34,22,8,8,1,1
2,39,15,9,9,1,5
2,82,22,10,3,5,NA
2,54,15,10,8,1,9
1,30,24,6,5,1,9
2,66,22,7,5,1,3
2,67,22,10,9,1,5
1,18,16,7,10,1,1
2,37,22,5,10,1,1
2,77,14,9,8,2,3
3,49,22,7,9,1,3
1,54,22,9,10,1,2
2,67,22,10,10,1,3
1,21,15,11,7,1,1
2,53,14,7,8,2,5
2,44,22,7,8,1,1
2,25,22,5,NA,4,NA
2,79,14,9,8,1,5
1,50,24,5,4,6,NA
1,52,24,5,2,1,4
2,50,22,11,6,1,9
2,67,15,9,8,1,1
2,54,24,7,6,1,1
2,78,22,6,4,1,2
1,22,24,5,7,1,4
2,78,25,7,10,1,3
2,45,22,10,8,1,1
2,28,22,9,9,1,1
1,68,16,8,8,1,1
2,33,14,6,6,1,2
2,61,24,10,3,2,1
2,73,24,11,NA,6,NA
2,36,24,10,8,1,5
1,32,22,5,7,1,5
2,53,22,10,8,1,1
2,63,22,7,7,1,2
1,32,25,5,5,1,3
2,19,14,5,9,1,2
1,68,22,7,8,1,1
2,37,24,9,10,1,1
2,70,24,5,1,2,3
1,30,16,9,10,1,2
1,38,16,7,7,1,2
2,38,22,6,6,1,1
2,52,16,9,NA,1,3
2,36,22,9,8,1,2
1,61,25,4,3,1,2
1,31,24,7,10,1,9
2,30,24,8,8,1,7
1,53,22,8,10,1,2
1,71,22,8,6,1,2
2,41,16,6,10,2,2
2,65,16,9,6,1,5
1,43,24,10,7,2,2
2,51,22,9,4,6,NA
2,56,24,9,7,1,9
2,30,15,8,6,1,7
1,28,14,6,10,1,2
2,66,14,9,7,1,2
2,36,16,5,8,1,9
2,50,25,6,10,1,2
1,40,15,9,5,3,NA
2,63,24,7,7,1,1
2,52,15,4,9,1,1
2,65,16,9,9,1,1
2,46,24,10,9,1,2
2,62,14,5,8,1,3
2,61,14,6,NA,2,2
2,28,15,7,10,1,2
2,29,16,9,9,1,1
1,61,25,8,9,1,3
1,55,24,7,7,1,4
1,32,24,6,5,1,4
2,35,15,6,9,1,1
2,50,14,7,7,1,2
2,57,14,6,8,1,2
1,68,15,9,9,1,1
2,45,14,11,10,1,2
2,44,14,7,8,1,2
2,34,25,7,10,1,2
2,44,24,5,8,1,4
1,63,15,11,NA,2,7
2,64,24,11,8,1,4
2,37,14,7,7,1,9
2,65,15,10,7,1,1
1,48,14,7,7,1,5
2,34,15,9,5,1,9
1,46,14,7,10,1,5
2,51,24,7,4,1,9
1,55,15,5,8,1,1
1,51,25,5,8,1,9
2,39,24,5,7,1,9
1,7,15,7,8,1,1
2,32,15,6,NA,1,9
2,43,24,5,3,6,NA
2,74,24,4,3,6,NA
1,45,14,6,9,1,2
2,66,15,7,4,1,1
1,77,15,6,4,3,NA
2,70,24,5,4,2,4
2,18,15,8,9,1,1
2,74,24,5,6,1,4
3,31,15,8,NA,1,1
1,44,24,6,10,1,2
2,57,24,9,7,2,1
2,37,25,5,1,3,NA
1,18,15,10,8,6,NA
2,63,15,7,10,1,2
1,46,15,11,7,NA,NA
2,55,14,10,7,1,1
1,40,14,5,10,1,6
2,73,24,7,10,1,2
2,45,16,7,7,1,9
2,29,15,8,9,1,1
2,39,15,4,6,1,3
1,72,15,6,9,1,1
2,42,15,7,NA,1,9
1,45,14,8,10,1,2
1,35,14,7,0,4,NA
1,50,15,9,8,1,1
2,62,15,9,10,1,3
1,33,15,5,10,1,2
1,35,24,5,8,1,1
2,48,15,7,7,1,2
1,50,22,9,8,1,1
1,22,15,11,6,1,1
2,47,14,10,9,1,2
2,43,24,4,10,1,4
2,79,15,5,5,2,2
1,57,24,8,7,1,1
2,47,14,10,10,1,6
1,3,22,5,2,1,3
1,70,16,9,10,NA,NA
1,32,15,10,8,1,5
1,56,22,5,10,1,2
1,76,24,3,NA,3,NA
2,78,24,8,8,1,5
2,68,15,7,9,2,5
2,67,14,9,NA,1,2
1,76,22,9,7,1,1
1,55,16,8,10,1,2
2,80,22,4,2,NA,NA
1,54,24,7,0,1,2
2,47,20,6,8,1,2
2,41,22,7,7,1,3
2,41,15,8,5,1,5
1,36,15,4,8,1,9
2,75,22,7,4,NA,NA
1,73,22,5,NA,1,1
2,52,22,6,7,1,9
1,29,14,7,10,1,2
2,46,14,8,8,2,9
1,46,22,4,NA,1,9
1,31,24,5,1,1,9
2,37,22,9,9,1,9
2,49,22,5,9,1,1
2,69,14,4,3,2,2
1,30,24,7,8,1,3
1,31,24,8,8,1,1
1,40,24,5,10,1,1
2,45,22,11,7,1,5
2,42,22,9,NA,1,9
1,28,22,7,4,1,9
2,65,22,6,3,1,2
2,40,14,8,10,1,2
1,68,22,8,10,1,2
1,47,24,10,2,3,NA
2,34,22,9,9,1,1
2,29,24,5,7,1,4
2,55,24,7,6,1,1
2,43,22,5,NA,2,9
1,46,24,8,10,1,5
1,55,24,6,4,2,3
2,52,22,7,10,1,5
2,48,22,5,7,2,2
2,33,22,7,8,1,9
2,29,24,5,6,1,5
1,50,22,8,9,1,9
2,62,24,5,7,4,NA
2,38,16,8,4,1,9
1,46,22,9,8,1,1
2,44,15,7,1,3,NA
2,62,24,8,1,4,NA
1,42,24,10,6,6,NA
2,81,24,5,6,1,6
2,37,22,7,10,1,1
2,23,22,10,9,1,2
1,39,25,7,9,1,2
1,41,24,9,7,1,4
1,58,16,7,6,2,3
2,43,14,5,10,1,2
2,35,24,5,7,1,4
2,73,22,7,4,1,3
1,38,24,9,10,1,2
1,46,22,7,2,2,1
2,48,16,6,6,1,2
2,66,22,9,10,1,6
2,33,22,5,8,1,1
1,29,14,8,10,1,2
2,59,24,11,1,1,9
2,67,17,6,0,3,NA
2,32,22,9,9,1,2
1,39,24,8,9,1,1
2,41,22,9,8,1,1
2,60,24,4,1,1,4
2,39,22,8,7,1,1
1,54,22,9,8,1,1
1,61,22,9,3,1,6
1,63,22,7,6,1,1
2,79,22,6,3,1,3
1,55,24,5,NA,1,9
1,41,22,5,9,1,3
2,42,22,6,8,1,1
2,51,22,7,4,2,1
2,70,24,10,8,1,5
2,45,24,9,7,1,5
1,18,22,8,3,1,1
1,36,24,8,8,1,9
2,32,24,7,6,1,4
1,62,22,9,5,1,9
2,62,24,6,3,1,4
1,57,22,9,4,3,NA
1,58,14,7,8,2,3
2,31,14,8,9,1,5
1,67,15,6,7,2,3
2,39,22,10,8,1,1
2,38,24,7,2,3,NA
1,71,14,9,7,1,3
2,69,24,7,5,1,2
2,38,14,8,8,1,1
2,51,22,7,5,1,3
2,41,22,6,10,1,3
1,50,22,7,8,1,2
1,33,24,9,10,1,4
2,43,24,7,NA,1,9
2,39,22,8,10,1,9
1,57,24,5,3,2,1
1,45,22,9,8,2,3
1,74,24,6,7,2,1
2,48,24,7,10,1,5
2,73,22,4,7,1,2
2,46,22,7,NA,1,2
2,80,24,7,9,1,3
1,38,16,7,9,1,2
2,61,24,5,4,1,1
2,44,22,7,8,1,1
2,61,24,5,10,5,NA
2,32,24,5,10,1,4
2,31,22,7,3,1,5
2,42,22,9,10,1,1
2,61,14,5,8,1,9
2,81,22,5,1,2,3
2,30,22,9,7,1,1
2,73,22,9,7,1,3
1,35,24,7,7,1,1
1,63,18,9,8,1,5
2,38,22,8,8,1,3
2,79,14,9,NA,2,9
2,68,14,9,6,1,1
2,61,17,7,9,2,5
1,36,14,9,10,1,1
2,66,22,8,7,1,2
2,21,22,5,8,1,2
1,41,24,9,9,1,1
1,33,22,8,9,2,1
2,48,20,9,10,1,3
1,28,22,9,10,1,2
1,32,20,8,7,1,1
2,77,22,8,10,1,2
2,59,24,9,5,1,1
1,39,15,9,8,1,1
2,23,23,11,7,1,1
2,40,22,5,10,1,2
1,64,22,7,7,2,1
1,35,22,9,7,1,2
2,38,22,7,7,1,9
2,28,22,9,9,1,3
2,20,22,9,8,1,1
2,46,24,6,8,1,1
2,58,24,7,10,1,9
2,34,24,7,NA,1,1
1,29,22,8,NA,1,2
2,34,22,10,9,1,1
1,52,22,5,5,1,5
1,31,22,11,8,1,2
1,33,20,6,10,1,1
2,64,14,7,6,2,1
1,27,22,8,7,1,1
1,37,14,8,7,1,9
2,25,22,7,NA,1,1
1,57,20,9,6,1,1
2,36,22,7,8,1,1
1,22,16,5,6,1,1
2,65,22,5,7,1,3
1,42,20,9,7,2,9
2,28,24,5,5,1,2
2,33,22,6,10,1,1
1,46,24,6,5,1,9
1,35,22,6,9,1,2
1,30,22,10,10,1,2
1,53,22,7,1,4,NA
1,26,22,8,8,NA,NA
2,53,24,7,7,2,1
1,75,22,10,8,1,2
2,42,15,9,8,1,9
2,81,22,8,7,1,3
2,31,14,6,9,1,2
2,36,24,6,7,1,2
2,30,18,9,10,1,1
1,33,22,8,6,2,9
2,79,22,7,6,1,6
2,69,22,9,10,NA,NA
2,55,24,8,6,1,3
2,70,15,8,0,3,NA
2,42,18,4,7,1,1
2,67,22,6,6,1,5
1,60,24,6,3,2,9
1,29,22,7,6,1,1
2,65,22,9,6,1,3
2,75,22,7,NA,1,5
2,44,20,7,9,1,9
2,61,22,9,9,1,1
1,14,17,5,9,1,2
2,21,22,6,NA,1,5
2,20,22,9,10,1,1
1,30,24,7,7,1,4
2,57,24,7,6,1,4
2,48,22,11,7,1,1
1,66,24,7,4,1,4
2,73,22,5,3,1,2
2,57,24,5,7,2,4
2,65,22,10,7,1,1
2,34,16,8,3,2,9
